OrderID,ReviewID,CustomerID,DateKey,ReviewScore,ReviewCommentMessage,ReviewCreationDate,ReviewAnswerTimestamp,ReviewResponseDays
65e560b80ca884377880a124eb79a349,1be3e4747e1007cc28d78719cb204e2c,0bb10a5c4a815deda21cde1c4131e90a,20171124,5,,2017-12-14 00:00:00,2017-12-16 01:13:29,2
14ee9d8441fc68e3674444fb41597e05,d54a59f52964b5b51f848bc0a2970b62,4d90452e76c65ebcaaf03f036f60c95c,20180724,5,,2018-07-27 00:00:00,2018-07-30 00:43:15,3
722ab68fe6307a0bb69b61297f6d16d9,7edb9e76692e4baa8e4a2732e6c6edd4,52fc6db9513213f1568a0445e1df6d02,20180218,4,,2018-03-13 00:00:00,2018-03-14 01:34:50,1
d9d8b7f0a98d33f05df5fce9f376aad8,a8ee9c10f2c14a7658fa1cfc2956901a,3a041fd812c047a3a123e566cac018ff,20170602,4,"quando comprei, não me atentei que era uma fone apenas, pensei que fosse um par...veio apenas um lado do fone, mas tudo blz.",2017-07-12 00:00:00,2017-07-13 21:54:38,1
a04b614ebff4852b2d63c655c1588654,6b6e34e5e0705176bbe92786d0b31dfc,dfd328ee003850fa4d887ddba13d0ea4,20180208,2,"PRODUTO INCORRETO ALEM DE VIM TROCADO VEIO DE VALOR MENOR, COMPREI UM KIT ANNY CASAL 5 PEÇAS COM FRONHAS EM FORMA DE CORAÇÃO NA COR/CÁQUI..",,,
98da8355e186d682f0013046d8ad6db7,6441b54d92528c8c2fd0350eb780891d,c3c290b32c2b985a74214ea1e7e11323,20171208,1,Meu produto não chegou....,2018-01-10 00:00:00,2018-01-10 16:26:46,0
de6a26eab8b3a87c4d4ec2e2a8c2495e,e06c059207dad93c6808dd69aad29217,5e5df9027ff599d21d2a72c0b225b6fd,20180610,2,,2018-06-16 00:00:00,2018-06-18 11:08:40,2
f17c68f902fd50e36d9c37ccf4c85870,072a4a911e01ef3344155bec20528ac3,7f6a3aaafc26964ec75650f5b487de99,20171127,1,,2017-12-04 00:00:00,2017-12-05 18:05:26,1
a7e683a499b23ba394f360777a480a43,08d094cea1e4803c959961a3da340e21,b27ef133dc148dcd56ab0549319b1743,20180728,5,,2018-08-05 00:00:00,2018-08-05 19:31:44,0
0623dbbd06c0d4059dbfefab8748a491,7e3428c8014fc4a420ec67a216b78c69,c954645fa23249e4c2b0dd3679b0b177,20180820,1,Recedi produto de modelo diferente que comprei.,2018-07-25 00:00:00,2018-07-30 21:00:17,5
e1846d3c84aff4227b6955ee288df284,62791b63265afd0b2478a7df46b34ce4,32e996fb9133ec148b1feb82188415b8,20170316,1,"01 gf. vazia e 11 gfs vazando, ano passado fiz esta compra e veio 03 quebradas.Não confio.",2017-04-06 00:00:00,2017-04-06 11:50:29,0
7643003db706885af24736e3a12e76bd,2c86e1744fc1e004a6133f46311c0070,c715072863363b451f8de00e1b2eb9d4,20180420,5,,2018-05-04 00:00:00,2018-05-05 18:45:11,1
880d05a97ca1886faf05a9315d0a3073,cc3c9ce62545775863016c3836497170,18cf299c9041729d3bf4dbe1be44a06a,20171113,5,,2017-11-22 00:00:00,2017-11-24 20:47:50,2
9433f58821239b782c8861534af7e5bd,11da6665c7716320fd88fb468d1172f9,a667d6206dd2a9dea88b2f90902a8251,20180611,5,"Cortina linda e de boa qualidade, ainda não estalei, mas ja vi que vai resolver meu problema com a luz do brindex.",2018-06-17 00:00:00,2018-06-18 00:07:15,1
88aef6eed6c5cf608b6e57b402ca30ca,2a976ff898662f405b6513a22e0072e8,7ac6d2ac9e318ec647bf58a9049707b2,20180822,5,,2018-08-29 00:00:00,2018-09-01 07:18:03,3
8ff8823e264549c3798b021e9bdc3e6a,c2e6c15ece676c8042ae811db0bfe5b4,81a76a63a0bdfd0794353b2bb1a33bbd,20171012,5,,2017-10-21 00:00:00,2017-10-23 15:56:18,2
13cde3630a835cffb389eee14cbc0e1a,6e1d6f7414f5d57fd209e40d2284b5f2,458a7594568f442693c952daece0fd1f,20180306,3,Recebi outro produto pois oque comprei nao consta em estoque. Mas mesmo assim nao tiraram do site.,2018-03-19 00:00:00,2018-03-19 18:33:17,0
e2ee2dc610b2fdbed7d47963883bf17e,8b139b81d3a0fe49900b8b3841ac61ff,057cea2321147e9bb2b7b5af93e66172,20180813,5,"ótimo produto, superou minhas expectativas.",2018-08-24 00:00:00,2018-08-26 22:06:42,2
c208742c454c4a949a6126eade1d2ef0,74ae6a3d7dd5302263e59683d3b02f57,77ffb9a3ea5446ccfa121c32a4692029,20180418,5,,2018-04-27 00:00:00,2018-04-30 00:53:25,3
45999efb9bc85af2a2a2716e46c92e49,14c6b742bce0d7af2b533651ae8e3454,986b5b432a29b3edf0f60465e6496f8b,20170406,5,"Só acho que o frete poderia ser menir ou até gratis , como aparece quando se esta comprando , mas quando vai finalizar a compra entra a facada do frete.",2017-05-04 00:00:00,2017-05-05 12:05:12,1
c9ad6eb320a7ed6a0a66b48ed02429b3,62432221a32d9ac9dabddf28197c06b8,5b1017ab18dabf58d2c39064ccc89816,20180618,5,"o produto chegou bem antes do prazo final. Quase não compro porque ia demorar demais. Seria interessante ajustar esse pra de entrega. Sei que é uma segurança, mas tá muito exagerado.",,,
daf73a7e8196228eedcdef72c89aaa34,ac49adb69fb972c9db128925dd9ec847,3fae8ef52f0b321ad67be42e3fa8be08,20180302,2,funcionou perfeitamente,2018-03-17 00:00:00,2018-03-20 11:11:13,3
5ced629739c2b3247b4fcd4f0498c3bb,0cc4f4c3d2fe780c607d7e183ce325e3,f1e536f71fb7f248fa9a25bbf15da79f,20180420,5,,2018-05-09 00:00:00,2018-05-10 01:44:02,1
5d3d12685107807b3d265fc3e4742597,0b56c68caa5e8f0fea66d046bd909b1e,e47037c2cdd1ccb54bc894d96a02ea0a,20170909,4,,2017-09-23 00:00:00,2017-09-24 09:33:26,1
9bac85c16dd5e1a5836d8b0b9d8877df,318d192a15a6f90a59a6e3069e926742,f122107bba8fe14e1ef0304dc14b99ab,20180118,1,"Não recomendo!!! Cancelei a compra, fui cobrada e não obtive NENHUM retorno da loja. Quero devolver e receber o extorno.",2018-01-28 00:00:00,2018-02-02 22:55:35,5
c89d81740da0f2eca4cdbac9c558ed6a,11180bbc9da4c6ade2f1343e94206adc,6087ebd38fb5b21f70e89b269e66f50d,20171028,5,Entrega chegou antes do prazo. Parabéns,2017-11-09 00:00:00,2017-11-11 21:29:56,2
10be01428d12ec7ed39d0058c3e224f7,76c2d4353b844fc6cce5fdd97f08c852,bb0c8fe6fc83eae94e358e1b9d9e6caa,20170918,5,,2017-09-26 00:00:00,2017-09-27 12:42:23,1
79736d8897b41dc2f3b2096def7a5f7e,5ab1b365d33e978f4ad9d2e8131df5a1,cd8f48109c28d43afef65248182f9c77,20180108,4,"Muito bom, gostei recomendo.",2018-01-24 00:00:00,2018-01-24 22:26:22,0
b54fae7a3880a8421f9f38a8aba5e745,b6303221d9e34122568c546931d90b04,28a45e2875e825355a024a856016bc2b,20180507,5,,2018-05-18 00:00:00,2018-05-20 15:44:34,2
70bd1eb0a425533fa100afb2a4f26a98,4ccd641892d6ff3222507ad76049bbaf,e37922fce09b0c4a557f9aeb21b59466,20180728,5,,2018-08-09 00:00:00,2018-08-13 11:04:23,4
b063bf13bfec7c847d7a6bdb54554c00,c035952ab08e78be9cae6cdaf0a8256e,9116afdef84d57d567a2d87cc9dd12bc,20170117,4,,2017-01-26 00:00:00,2017-01-27 18:26:43,1
da395b46cb926910276c0b3ef76b7bab,6f705a143aa05e512b5581ebedb309f2,874b203d77d5ee9f12214a37a6584237,20171128,5,Muito boa essa loja entre a rapido,2017-12-03 00:00:00,2017-12-04 10:12:03,1
de27f484a71645943ecc7e3d7f7af5a8,75679fc9406a0bc32999807e7c526e3e,9593bae47dfc03aa5a1f85dbcf03943a,20180728,2,Kit quadros vieram com medidas erradas,,,
bcda98e5747cea8a343a6af0e5da9f91,66830aaaeea2191bf9f2a3b6fc2d4cd7,74d314a6a565ebd0d43988de8d69d49b,20180228,5,No 110v e meio fraca mais no 220v como manda a voltagem responde bem 😎,2018-03-23 00:00:00,2018-03-25 20:10:42,2
05918cf24658c4ee3a67a684684305d3,b42de5b18300907a9cbaada574dcd5a0,9cc1ab706200b513b1940668dc1a206b,20180530,1,Meu produto nunca chegou.,2018-06-28 00:00:00,2018-07-01 00:29:40,3
df66e94131ba6d4c45c7b0f75680d29b,e9c0ae2e9aba6a66c893a9b643dca774,4baaaf6362f7e72690d2c85b4f6f9eff,20180717,5,"Produto como se apresenta no site , entrega no tempo previsto, muito bem embalado. Enfim recomendo.",2018-07-25 00:00:00,2018-07-28 20:47:05,3
1ab25645a921fdbe187d77753727daa9,cb17a068bc3d99c33edc8a14a780460a,d3dd181f6daa8b575c00fde53952411d,20171011,5,,2017-10-25 00:00:00,2017-10-26 15:38:06,1
de2e5a0863ec922ee9fb96b8b3395de2,652056558735969ab9fce15cf6a5b1cf,087f9b562f7f24274e418c71ed7cd56c,20180820,5,,2018-08-24 00:00:00,2018-08-25 17:53:24,1
e45620eb46de3b95c078fb17e75db83e,2cd70fb200a30bc211deab67cb24f919,a539b9d6f9045415d847df7fd525d2bd,20180611,4,"Compra fácil e entrega rápida, só o frete que acho que deveria ter um valor mais baixo",2018-07-12 00:00:00,2018-07-13 14:10:26,1
5c4bd61f42ae0fc21608b9e9ff39c17c,17553e74282dd0177b8faea7d764cf1f,64baca5927e11a97f2fce7ee92c007a4,20171226,5,,2018-01-05 00:00:00,2018-01-07 00:34:34,2
7fecdb45a98a2b1b32535d5e97788cdd,48074a91fa5422f834989ce15cc6f7bc,18b9dfb260a90787742abd090d0d0f30,20180628,5,,2018-07-05 00:00:00,2018-07-08 13:05:28,3
141f547cc0f5d65f5eb35f3bcc632818,bdda3080dbe9735256cdde6a05d53ae3,209255336081da592d5a018b79e24b4f,20180809,1,"Todo correto, exceto o produto que é de péssima qualidade.",2018-08-16 00:00:00,2018-08-16 16:21:59,0
cfaf3a6d54da5f266c97d838c661fa4b,83d92b882118f3dd34f6a3e099f79fe0,521c8850c0be991b4fe5416b89a5b8c7,20170516,5,Adorei minha compra A entrega foi antes do prazo.,2017-06-01 00:00:00,2017-06-02 11:15:42,1
9c15c036c4f16b07067be66809ad0a9b,adc47f4dc3c8ef8af29ecb35940140a0,64aa80575506a08c3d6f3a38bd6576d1,20170329,5,,2017-04-05 00:00:00,2017-04-06 12:54:03,1
fd9ec02005605e0b338a29e03bc6eb30,056ff087f8e5fe614bc6cce3caa0c480,52d0eb41ffcf119a72e14186f7511ae8,20171124,5,O produto chegou muito antes do prazo e veio em ótimas condições!,2017-12-01 00:00:00,2017-12-01 17:20:55,0
aabe36f3706e352ac62dcb1caa6d9d79,431923ad317c3f8d96f605535c3e813c,9e2fbf49702bad5716487f79ee40b2a7,20180207,5,,2018-02-20 00:00:00,2018-02-21 13:01:09,1
58297f23eadfb90b3aab1977f2ac8207,0ab968b00f8c50f433628aa973f6b3f7,7ac498b03559cc1715172e77d7041bd7,20171214,4,Bom,2018-01-09 00:00:00,2018-01-11 10:16:21,2
5751393707f2a02613754fb5d13c8925,ffdbc535c95815792eac51cbc5ae61ec,d3316a2b117f62c240ea5a483864dac5,20170517,5,"Chegou antes do prazo, recomendo!",2017-06-01 00:00:00,2017-06-03 23:52:31,2
af7558c4c999c1d5de328e39a9ff53f3,8d24688d5c2614b75dd0789313ffefcb,ec63c72c4312c3231197b90bfc91ba79,20170517,3,"Recebi o produto, só que o mesmo não foi um produto novo, e sim recondicionado acredito que ele não tenha sido testado, quando substituir entrou em curto, então tive que comprar um outro.",2017-06-02 00:00:00,2017-06-12 12:14:44,10
d2c57d721916c36343711be4e205ad5e,233b1d2a5f66f2fb81dd39c71d1218f9,768a92e407af42c626da9a6868185fb3,20180821,4,,2018-08-31 00:00:00,2018-08-31 07:35:45,0
66dd11eed8eb0d72f0acf755122c4a13,2e24b548ea578f6d4dfc0572d8e87aed,b3e2215b0e94e6fa5c9905f4d4f96dc5,20170718,5,,2017-07-29 00:00:00,2017-08-01 10:39:27,3
72de948f7d91e80fb80be59dce8f9322,c46febf1e0751a325e429187ea8d1cd7,b12ec60d2b2d72228b9c194764f944b0,20171204,3,"Produto conforme pedido, mas, fora do prazo, foi comprado dia 03, 5 produtos, foram comprados todos pelo site das lannister o cartão tinha que ser passado uma única vez, foram 5, bloqueou.",2018-01-04 00:00:00,2018-01-04 16:13:34,0
6644dceea3b42c405236d956eea44d70,82a201ab3ee7c5397025a3680f939e6c,76da52ccb9bf4415fa103e64a5a027db,20171204,5,,2017-12-09 00:00:00,2017-12-10 11:48:00,1
c36ef1e1846fbb375cfa1e035bc646ca,f5ec7b221fc3f4366e090ea34025d933,193ddb393ef321ccba26a7a61694de7e,20180426,5,,2018-05-05 00:00:00,2018-05-07 13:34:04,2
eb28e3c93a2ce51b1e6a9a92b3f032bf,e3f1070fced09bcb4524b500bea6d80e,20a91cc566729229f1ab38edb706469a,20180226,5,,2018-03-01 00:00:00,2018-03-01 16:24:19,0
8ddbee86a9602f49e8e932c46cfd751e,b60273acc6df6791ebe424b8c0129449,c9931c1296efe0ae1f2f8a4f032317bb,20180724,5,,2018-07-28 00:00:00,2018-08-07 19:29:16,10
81323de20fc0eae4b399b3ac667b87d4,292c706f6b89efad6dbb5c2f102dcdb5,6ff08b63fb563391aa26bb935501c19b,20180130,5,,2018-02-20 00:00:00,2018-02-20 22:59:13,0
7aa979e2fd1c3284a815de85753464cb,55442200d65bab9e7c8d43258c107770,a2663cf48e786b502fdf0faf6a07454d,20170624,3,"Comprei o kit com 4 itens nele sendo, coqueteleira, whey baunilha, creatina e o bcaa, ambos da Black porém, não recebi o produto corretamente, veio faltando um dos itens que no caso foi a crestina.",2017-07-12 00:00:00,2017-07-12 23:46:07,0
1af11afc40559c3d542c842db8248863,89b470d802331d45f8725887b502cc0e,1465cf4e6cd07d5dec41a750c8ef0009,20180411,5,"Entrega antes do prazo, ótimo produto",2018-04-14 00:00:00,2018-04-14 23:15:55,0
56181fe566dd895c41cb4c0665207b81,6d6ea453f883cc2422868f7adb7dc81d,cf53cf9a8f50ce588d01f95b1c01dabd,20170720,4,satisfeito,2017-07-29 00:00:00,2017-07-31 10:34:50,2
10fda92f9390e0b13e41ce5ce692a2cc,3b84059929769dce04b06199d49e9999,7cba926b44e53ecc10ea79df991da256,20171010,2,"\"Previsão de entrega da mercadoria em 11/11/2017, até agora nada e status do pedido \"\" dificuldade na entrega",produto ainda não chegou ao destino.,,
70f739039934d54a3b7960fe6252f320,e5bb3c5f1c3a1cea43e8d60ab766df35,67d13dccfa4231c8a721b95ce247551f,20170624,4,,2017-06-30 00:00:00,2017-07-03 14:42:34,3
4f37cbf1e88e6a573c864f42e1072dd0,f29c994912885f6509c0e7f64210d3a7,90fe5f027efb895658f71b213bc5f8d6,20170528,2,Comprei achando que o cartucho era original da Canon. Veio cartucho recarregável e não original. O anúncio deveria ser mais claro.,2017-06-13 00:00:00,2017-06-13 23:24:11,0
07402f8be1c291f1c5da3edeaf5cb8b1,fdfb2952a7c93b46def439197813336f,3c680ab7d6d1de8a82f5bfa92ef2156a,20180109,5,"MUITO BOM, E CHEGOU ANTES DO PRAZO...AMEI",2018-01-18 00:00:00,2018-01-19 09:28:44,1
08b9d47b3be61595c61eddc50b42ee02,9e7853eccf22d9a48c84e3e8a86921fd,1453fb48451a18493f27e2e36cfb0962,20170728,4,"Produto entregue em perfeitas condições, acho que o pacote deveria vir com o logo da empresa, mas de resto esta bom!",2017-08-12 00:00:00,2017-08-14 19:42:52,2
5e5e7f7a2ede19230d510a4319015e48,d4db69e14b200cee6ff0917c722d966e,6aea87f3af81dfe06c69c1699deb5bed,20170709,4,As lojas foi como sempre otima so que pra minha 📺 nao muito pois nao conseguir resolver o problema da Internet que nao pegou mais enfim as lojas lannister nota 10,2017-07-13 00:00:00,2017-07-15 19:16:19,2
35a23162541ebaf7dafa1a7f30cfc9ee,83ff6b6beb6ed83b2d7158afff6c00ea,6a381a27ed2ee89da9e87283aeed6387,20170731,5,,2017-08-03 00:00:00,2017-08-05 14:34:09,2
c05223a5f3e8d1dac89df5bfdcb58661,64f782222b3f8bbf5c1e2698e2000a8d,b078a7c9a43c06c915270648b718d931,20180301,5,Excelente atendimento. Entregue antes do prazo.,2018-03-09 00:00:00,2018-03-10 00:11:33,1
b5f45148cb552bb72d183e82cf6a36d1,bb033d2866dc199d713e2c1c753a7af7,6c7151ab32254f20b2ced39493d176b7,20170712,5,Produto chegou antes do previsto. Muito bem embalado. Com certeza recomendo a loja. E stark é stark né? Uma referência.,2017-07-25 00:00:00,2017-07-26 08:45:27,1
279b0128499fe319bfc49512b1612eb7,c76812f62f51b1b995686046b7c0c68e,e58850376bff96218c65670a1747c41e,20171021,5,,2017-10-27 00:00:00,2017-10-27 09:50:55,0
c4644f8b9bfad66c5105dbfa8f74b65b,f94e72823de87dd1abae9133c5491da4,1e45cc438a2b5db671bdbc26caa232b3,20171109,4,,2017-11-18 00:00:00,2017-11-19 00:13:44,1
f59ee70148bbdacff5fc0b6d1205252e,1cba5ceed853f3d4dfe8c807a4da21ab,4511ae99b6e4a71562a8fff52835d251,20180122,2,,2018-02-01 00:00:00,2018-02-02 00:17:38,1
2e8be4cb1a41afbbe6efc1c84831a55e,8d812112dd5a77451ba61de6e1cf4209,db069a57412f03c4931e54d61553ba14,20170724,4,,2017-08-02 00:00:00,2017-08-02 21:52:20,0
b522474ba0639dd0385e4918d46ddcba,d0569ea0b5a1a69d06d7f7202d7ff6f7,1dec5968d57ad73965f305ba85654eda,20170701,1,"O prazo já passou, mais de 04 dias e não recebi.",2017-08-06 00:00:00,2017-08-09 02:20:19,3
beea13c1c08f647c1ec5b6f204002516,f33084b06c7fbd6372c82c8a16fc4f72,a46d952f745f149d417e3f21fe73a1b4,20180625,5,,2018-07-04 00:00:00,2018-07-05 15:23:00,1
4b011623f156eda7b6bf757d1a1cb78a,63d159166acdc7415ed5f6b4b2a55df1,869e496dc7136ad068c0742cebe8ac46,20170511,4,,2017-05-16 00:00:00,2017-05-18 00:49:38,2
3e170726582244699b156f1c7044223a,6cfa10799b73732ffa8142d6c331921a,6269066e0832481ece633f6d7d408a84,20171106,1,Não foi entegue,2017-12-01 00:00:00,2017-12-01 10:09:35,0
ea7221ed75c18585b0558f1df2979bdf,213d47e83046188b59ae5844618bd61e,fc7d5050279455bec7ba29f3a45e7092,20180128,5,,2018-02-15 00:00:00,2018-02-15 20:50:27,0
ff5bf12997a3e2a32981ad70369bd708,06ffa0fcd8b008bf02cf1b51a880b55b,8da8749f70c2d4c05bba24dfddb47065,20180424,5,,2018-05-11 00:00:00,2018-05-14 12:17:54,3
ed6b29fe01737a1e042a05988daf31db,f7c3e27d202d579c7e295d5f85cd08cd,0d1f1e7ff1445f97f5cef1e3c059e7ce,20171221,5,Com certeza voltarei a comprar nesta loja,2018-01-07 00:00:00,2018-01-10 15:10:23,3
2b18686c9329e1cd201d6d4015268ca9,0c5579b2caea00a427d5699af5ee5bc2,35a4e68b2dc968a52a8ec8f87f9d6501,20170808,5,Adorei o produto.,2017-08-12 00:00:00,2017-08-14 11:27:04,2
98a1fffc0c110af1abb9aa2d4af96dd3,1a563c8619c0a34cfd1133a1920dcce6,2758692f01ac5b7613432ef9df04a56f,20180628,5,,2018-07-04 00:00:00,2018-07-05 15:27:11,1
d07225e5c85eddd7a69ea4c13650de38,03a551f8b648c5d22cd7ad263456d943,9e474bb844a79cb40d7289813d98c2a2,20180626,5,,2018-07-01 00:00:00,2018-07-03 12:00:57,2
db89bc4049910bb63611187321f35503,df3e672475c8fed8d9c3341399738d4b,ba71eef961930f37bc2765d86a09c3c2,20180515,5,,2018-05-23 00:00:00,2018-05-23 16:44:39,0
4420cbe16c262f724b648cd1294c88b6,73c709570d1dfcb3f732dec67e15e294,8655fe7b7fda80004fa4c9e0cd65cd57,20170325,1,até o momento não recebi nenhum produto,2017-04-08 00:00:00,2017-04-09 14:21:25,1
e23252bcb975a2302c451aedc2e24ab9,2cba4bc6bc5853fbffd54f4164d9e1a6,9dd4ae02536738dadaf65196a59bf6cd,20180620,5,,2018-07-04 00:00:00,2018-07-04 22:34:18,0
00275bce676303c3bfd7292aefdfa223,3e33eee1e8cd67541aec8fbd66a0f6d8,a12427487c970a4a75dbeb5884f126a8,20171124,5,"Muito bom, so não testei ainda o produto mas super recomendo",2017-12-05 00:00:00,2017-12-05 23:23:00,0
e13c7d85f07a4e00c383115a154dcc39,727ba168e0c3df973c3ff4b7c4fba7c8,88bfbe93f1c2d378de7fb22d588f9661,20180503,5,Sempre bom compra na stark,2018-05-10 00:00:00,2018-05-14 16:53:59,4
a89e14734d926ba4f06da4c653abf873,8981201afadac095bf972f581c6c3883,d884f544da907f4cc6ffc6504f6a27c5,20170210,5,boa compra,2017-02-21 00:00:00,2017-02-22 16:42:16,1
3b881091c6fc2687191b01c705287c13,b3fa036e9a0f28be3175906baca02db1,f31eb05ebdef1ede72cebeba759e7c92,20180806,5,,2018-08-16 00:00:00,2018-08-17 00:29:40,1
0d556f5bfd6f6a807960f7e971e8dfd9,87597d8f19ff995a0581dddd09f2e7fd,90f2f00e590c8683e41a97fb88328691,20180618,5,,2018-06-21 00:00:00,2018-06-25 17:31:05,4
1ac975a2e0caad3a89c4c5bbdc8f996a,fea46f78ce903a1cf5891e89b5b395f4,a883031033e9e3a9b75867f0bb39b4d4,20180806,5,Muito rápida a entrega!!!,2018-08-14 00:00:00,2018-08-18 11:12:48,4
f033a26ffcfd028f925b880c5ba6779c,49f71cee9664441666a471a8853d4e5b,5ca5c73c7d024f6e12c1b901124f604c,20171127,3,,2017-12-20 00:00:00,2017-12-21 20:37:30,1
1d003e03109b335cad4355041e8bb032,66a6399da2cfcb29bc884b06e8718cf5,8b28757c02e88055f669bcd0e5567bea,20180426,5,,2018-05-12 00:00:00,2018-05-14 22:09:59,2
09fa09eaa76c4a81cfed79f5d5eb6cf0,f4a3843dd95cd23e8049adf06b590ad3,5727a6a9809a24aab98ff74360a25702,20171203,5,,2017-12-21 00:00:00,2017-12-22 09:12:28,1
f64838e53785a6d7f2f0b9814e11a55f,fe2917e7ae3c93258d576c3bf7046d94,c023f30c1147aeb0358474f3b1dbc707,20170706,5,,2017-07-14 00:00:00,2017-07-15 13:26:19,1
9f2b23380dcf7e8f6984dbbf19bb3e3f,970bd1fd0482b3e0e15769800de6a7a5,753bc7d1b2d50787c5b275751d89dc52,20180301,2,"Muiita demora na entrega do produto. Protu comprado em 03/03/2018, e até hoje não foi entregue (19/03/2018).",2018-03-17 00:00:00,2018-03-19 12:06:02,2
d5def3e0745284efef0b4dba9009f706,611b92dd56244789ec68bc41e1366680,d95825f8162af56bca18b031051af744,20171117,5,,2017-11-27 00:00:00,2017-12-01 10:36:39,4
8d616a8d617842d9ab7a23a0f5b23e5c,40a7216bd536bdf83435022607364286,d2c67f6ce0db029349ea52a96a82aeaf,20180220,3,,2018-03-06 00:00:00,2018-03-07 19:40:48,1
c56db498f3d3ce91df4715ff0420c0e3,3e163cd4ceaae69375cc54e9aef38547,7fc312a35a396ec1fc4b700b940049e7,20170926,3,Gostei da entrega no prazo,2017-10-05 00:00:00,2017-10-09 10:16:16,4
30df106d8b4158732fbd567a8a81b08d,922add24659f30c561db4a05a6163d12,dac63a8c4ccb25d6bb1500bd5159f4f6,20180517,4,,2018-06-06 00:00:00,2018-06-15 17:45:36,9
8d29abe41d9157240194d0210b529771,7811b3e7468c86c8cd98786d597117c7,ed066dda2388fced0086629ab3d0c23f,20180218,4,,2018-03-01 00:00:00,2018-03-02 03:30:39,1
6593a7ca55b089cc240f79d582e3300a,ed044868dbc1f22c2cc502c68faefa63,eeaaac21f40da9814f3b09b3829fb4e9,20180422,5,Muito bom,2018-05-04 00:00:00,2018-05-07 11:46:12,3
c1055c3c83d15a7d43c7b6e3f283ae53,00524725f93f9c7f7d7679622735adf8,b7f21cec11d35a647deee185c3881474,20171101,5,,2017-11-08 00:00:00,2017-11-09 14:19:38,1
e3369fffb9c064e20cc82f4f612ce0ca,97bac95d9faed3817b6fb72b3e0d64a2,7d6e327dc7acc214784c12a1848a4c0c,20180504,5,Produto entregue antes do tempo previsto pela loja. Estão de Parabéns!!,,,
7f081049d243d9a51d4235dfc310a73f,a2e232e409ccc4423638e5b5f1514e1b,8f308e7e5aead948f03f2a0454e2a50a,20180819,5,,2018-08-30 00:00:00,2018-08-31 11:16:36,1
ebfb1b4991e29d9c1ed373ee9aac10ac,b0d9b2752def90ad9c3cde8cf2395aaf,d359f83ac017550fefc8ef86e4a03911,20171128,5,,2017-12-14 00:00:00,2017-12-19 13:26:04,5
09eefc2f4932b01761f55d6b623ab527,30484efaa71cd6ef2d701af07e76805c,e49eaacc54850c6362b04617ad4c01ea,20171215,5,,2017-12-21 00:00:00,2017-12-23 21:48:27,2
dc3adcf742779e0c8eb5bd587ed4ec57,eaa80a85e9f6da6742836b6fa275994e,a828c4f615a8dd8518659d867b3012bd,20171125,5,,2017-12-14 00:00:00,2017-12-18 17:16:34,4
