OrderID,OrderItemID,CustomerID,ProductID,SellerID,DateKey,StatusID,ZipCodePrefix,OrderPurchaseTimestamp,OrderDeliveredCustomerDate,Price,FreightValue,TotalItemValue,ShippingDays,DeliveryDays,TotalDays,IsDelayed,DelayDays,IsCrossState,PaymentType
4f11c536ca6b0a28ea1c7583d6a5df63,1,c40ea936fccdfb98bffbb794c89d2348,2a5806f10d0f00e5ad032dd2e3c8806e,5058e8c1e82653974541e83690655b4a,20180516,DELIVERED,94065,2018-05-16T09:45:25.000Z,2018-06-14T14:58:38.000Z,179.99,28.37,208.36,20,9,29,false,0,true,credit_card
d5e892687c8916b17cafe284780d01b0,1,04ab012a558c5d12ae6037840f85a860,a8fe47ad6f852f93cc92c7b408687de3,aaed1309374718fdd995ee4c58c9dfcd,20170908,DELIVERED,3568,2017-09-08T15:48:57.000Z,2017-09-18T17:37:36.000Z,72.9,16.27,89.17,3,7,10,false,0,true,credit_card
9559e0b00c67d159a266152428f85615,1,c3498e41d1549d56c4cbde7cbfdabeb3,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,20170130,DELIVERED,18950,2017-01-30T10:47:14.000Z,2017-02-07T10:32:44.000Z,147.9,18.0,165.9,2,6,8,false,0,false,credit_card
0b602fa35e64e463c90698d2e859af54,1,731934bcb47e6a5956ab77fbed6ad0c5,2fd89f236e3e8f4b81b7b74f09f40186,f214d28e8d8e3ef068748498ccc2f813,20180322,DELIVERED,4652,2018-03-22T22:13:59.000Z,2018-03-27T14:14:51.000Z,34.99,7.39,42.38,2,1,5,false,0,false,boleto
98161ce1b4bbf1427395e740ec410ebe,1,4fe0645c92f662ca815c8ac150c5c152,4219bea6cb9e38ad99b7e380bc11fb16,c33847515fa6305ce6feb1e818569f13,20180607,DELIVERED,4254,2018-06-07T20:30:06.000Z,2018-06-14T20:46:53.000Z,75.0,35.66,110.66,1,6,7,false,0,true,credit_card
13b4f8c4b570d25d95bfd3c915ed9c38,1,3affba856e05494582eba561ff675db0,a04087ab6a96ffa041f8a2701a72b616,53243585a1d6dc2643021fd1853d8905,20180127,DELIVERED,66813,2018-01-27T16:50:21.000Z,2018-03-14T15:43:38.000Z,790.0,69.02,859.02,0,43,46,true,5,true,boleto
a7765f04ecc5f2e0683f08a97ee8174e,1,6b93377502d7cd14b2a3864fc7d635a8,77d1f94d7eeaaeb36736fd1049e79eb3,8e6cc767478edae941d9bd9eb778d77a,20170129,DELIVERED,14750,2017-01-29T19:08:00.000Z,2017-02-08T10:34:01.000Z,64.9,18.0,82.9,2,8,10,false,0,true,credit_card
9fae636d2c51d2a8feb6734c92aa131f,1,f247dc9ed6536f4ecd067e8403beea4b,439da204990600ea973a60cfb05fc71f,23d7c96d4a1160db1c726b248601b25a,20180527,DELIVERED,11030,2018-05-27T23:50:48.000Z,2018-06-13T02:26:43.000Z,189.9,18.24,208.14000000000001,0,16,17,false,0,false,credit_card
d6934136368e34491a21bf8ac9f59aca,1,33b601e9d2bbf7984de7b56271ce826e,8b50a72d52d7a91fb19d19fbe069e2f2,9f505651f4a6abe901a56cdc21508025,20180701,DELIVERED,70747,2018-07-01T11:38:25.000Z,2018-07-09T12:49:46.000Z,44.99,15.42,60.410000000000004,1,7,8,false,0,true,credit_card
791a044148a5de3317595143ddcbd844,1,ff1c4180550bf66f70da8282876e6c62,e729528d0513c6dfec158a515a47187b,955fee9216a65b617aa5c0531780ce60,20180112,DELIVERED,2943,2018-01-12T10:56:52.000Z,2018-01-16T19:06:43.000Z,59.9,13.08,72.98,3,1,4,false,0,false,credit_card
cb76d29d166fc17f9cedf3416285a80c,1,c6ba5f89dba4362dfae3543d449fe4ad,28dc766929435d5a8555ce85e2f82667,6e4f5ff6b086632ba8dcb558fb10249e,20180227,DELIVERED,21330,2018-02-27T01:52:55.000Z,2018-03-11T15:42:51.000Z,126.0,38.4,164.4,1,11,12,false,0,true,credit_card
ef8fadadf0fa0193e9b455abf08484ce,1,f5ac2e5720e20d222f1cfc513670b40f,d37abf50cce5bcd682830a357783622e,6cd68b3ed6d59aaa9fece558ad360c0a,20170502,DELIVERED,19063,2017-05-02T22:39:55.000Z,2017-05-11T12:34:10.000Z,97.9,14.86,112.76,1,7,9,false,0,true,credit_card
635ed45a717c546a1bea54c32c7d2ff7,1,f36390aa9b8a7709d98fae3bf92ebd1e,bec7585cabd7834bae06fc5bd3475cc9,259f7b5e6e482c230e5bfaa670b6bb8f,20180530,DELIVERED,3444,2018-05-30T14:30:13.000Z,2018-06-04T18:02:54.000Z,59.9,12.43,72.33,2,3,5,false,0,false,credit_card
3e13370769d925ef48e37780ca13c86e,1,b3ed5f9564ada032bd8880b15ec5f8e7,57ea8ad500d0af10bc5fbf3bf2b7d400,95e03ca3d4146e4011985981aeb959b9,20171009,DELIVERED,3563,2017-10-09T06:31:21.000Z,2017-10-17T19:18:44.000Z,79.9,14.31,94.21000000000001,4,4,8,false,0,true,credit_card
ccf19e37f66c81af8267c46cde40b405,1,0a648d9eb6a9fc8c4a26dfaef8b3b3cc,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,20171019,DELIVERED,35400,2017-10-19T11:58:49.000Z,2017-10-30T15:09:35.000Z,89.9,17.88,107.78,3,7,11,false,0,true,boleto
f958e896e19b3e92364e0c7b9637c144,1,20b890debdcf10ed1c03a956015ef208,aa050bcc1f43af01b044c36285bbb87c,120476eb7a04c149d14772edaf5d9bf2,20180725,DELIVERED,73368,2018-07-25T23:27:28.000Z,2018-08-02T18:33:45.000Z,69.9,18.59,88.49000000000001,0,7,8,false,0,true,debit_card
82ee5cb36361d105c438c357e9926473,1,c7adf7f5561540d961dc0ffe938504c5,a0b7d5a992ccda646f2d34e418fff5a0,95f83f51203c626648c875dd41874c7f,20180820,DELIVERED,36240,2018-08-20T17:06:21.000Z,2018-08-27T20:48:25.000Z,69.9,20.99,90.89,0,5,7,false,0,false,boleto
313fda07432a17eae160b8b9940e6cb3,1,975fcec0ea0614da340fc40250f55cba,3f55594c92f61283dd292a1e6f1c6427,3f9c56764fabca627406093dcb3ef0b4,20180318,DELIVERED,5617,2018-03-18T08:07:15.000Z,2018-03-29T22:12:32.000Z,129.9,18.49,148.39000000000001,1,10,11,false,0,true,credit_card
7cddfd6adf258ef9dffd6b2550ce097e,1,2373a16e52c2faaae69d26e5fa443942,2f11a6e56500357acc716ab4c17d5bde,0eaa7e33d73809f1f925f7d07c506cbd,20171203,DELIVERED,15025,2017-12-03T18:38:47.000Z,2017-12-09T16:49:05.000Z,119.0,13.17,132.17,2,4,6,false,0,false,credit_card
79b5579acdaecb745610365f3f181fce,1,8c55956d70fca64193668429b9f8d8ce,be0e6c61c2bcdd9a4d022ba67fd66189,e62b2d6ac10570a035a30bafcf01d263,20180207,DELIVERED,1151,2018-02-07T22:08:23.000Z,2018-02-11T13:33:40.000Z,65.9,11.73,77.63000000000001,2,2,4,false,0,false,credit_card
09854629eee79bc8d606247198ae822b,2,2600006b51f3d485d195fc1a3b3014c2,0bc4d2de176747bbc8b5e680bfdb66b6,4d6d651bd7684af3fffabd5f08d12e5a,20180424,DELIVERED,70680,2018-04-24T21:18:31.000Z,2018-05-08T16:21:56.000Z,139.9,36.32,176.22,8,6,14,false,0,true,credit_card
09854629eee79bc8d606247198ae822b,1,2600006b51f3d485d195fc1a3b3014c2,f7d5edd55cc83003c9ff58de184833d5,25debeafbce801fdd479539350185eee,20180424,DELIVERED,70680,2018-04-24T21:18:31.000Z,2018-05-08T16:21:56.000Z,64.99,18.12,83.11,8,6,14,false,0,true,credit_card
97d0a7726f58ed266c7501929e1ea81d,1,a5870c43e5dc9630238f6e1af26c5b3a,0502d1a36be75bd36b452f31c6ed264a,c826c40d7b19f62a09e2d7c5e7295ee2,20180103,DELIVERED,18900,2018-01-03T22:28:58.000Z,2018-01-11T19:19:34.000Z,69.77,11.99,81.75999999999999,4,2,8,false,0,false,boleto
5a43a71d1ddc76ba951f292c1b4c66c2,1,ed9905aa9b57c2aa73612f73bafc9588,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,20171026,DELIVERED,21866,2017-10-26T10:46:21.000Z,2017-11-03T19:22:58.000Z,89.99,15.39,105.38,3,4,8,false,0,true,credit_card
71df40458537292f7d7fb3a95e0d3786,1,9db2f7ab1e4165f06c5d4819b0abebb4,4f094d03e0acd9b1259fc846321e85b7,715bbd5ba4e6b74cb0d2f29eb45058b0,20180408,DELIVERED,9812,2018-04-08T17:56:46.000Z,2018-04-16T22:56:28.000Z,55.0,13.75,68.75,1,7,8,false,0,false,credit_card
45c780334bc32cb77559a65c5f171160,3,2e7caf02d3f51fe071a2444d36ea2d51,0cf41187284d7f099adc8415a743ebbd,bbad7e518d7af88a0897397ffdca1979,20171220,DELIVERED,35661,2017-12-20T19:20:25.000Z,2018-01-03T14:07:22.000Z,35.9,5.77,41.67,0,12,14,false,0,true,boleto
45c780334bc32cb77559a65c5f171160,2,2e7caf02d3f51fe071a2444d36ea2d51,5ed9eaf534f6936b51d0b6c5e4d5c2e9,8cbac7e12637ed9cffa18c7875207478,20171220,DELIVERED,35661,2017-12-20T19:20:25.000Z,2018-01-03T14:07:22.000Z,25.0,23.09,48.09,0,12,14,false,0,true,boleto
45c780334bc32cb77559a65c5f171160,1,2e7caf02d3f51fe071a2444d36ea2d51,5ed9eaf534f6936b51d0b6c5e4d5c2e9,8cbac7e12637ed9cffa18c7875207478,20171220,DELIVERED,35661,2017-12-20T19:20:25.000Z,2018-01-03T14:07:22.000Z,25.0,23.09,48.09,0,12,14,false,0,true,boleto
c995be74082b70d3ec06d817e73f7300,2,d5435bfb461189b2b1fe24dc28797056,81a266bbf4c7aa3113db84e81ca899b8,391fc6631aebcf3004804e51b40bcf1e,20171203,DELIVERED,23916,2017-12-03T19:18:56.000Z,2018-01-04T21:38:48.000Z,99.99,25.11,125.1,3,29,32,true,6,true,credit_card
c995be74082b70d3ec06d817e73f7300,1,d5435bfb461189b2b1fe24dc28797056,750a49a83f6ad13ccdf4a761309483f2,4a3ca9315b744ce9f8e9374361493884,20171203,DELIVERED,23916,2017-12-03T19:18:56.000Z,2018-01-04T21:38:48.000Z,89.9,13.95,103.85000000000001,3,29,32,true,6,true,credit_card
8287f2f36572998dbbc2c70647bf0b52,1,0fa73966f993a5d1a62afb0c5e43f050,9ff6b4148d8ade1b7b0d281f9de4447e,08061dc0fc165ed41288cc7acde738ee,20170628,DELIVERED,13323,2017-06-28T20:56:02.000Z,2017-07-07T17:41:58.000Z,79.0,8.75,87.75,5,3,9,false,0,false,boleto
a09cf5dc57c606eab71f84bffde01a52,1,2e373e3e8d560be62b5db0358183b0c9,87f036fae647b20a56364ad53e66896e,3340ef1913fb70d28420f6ceb685c339,20170316,DELIVERED,11740,2017-03-16T15:46:58.000Z,2017-03-28T16:12:50.000Z,92.99,14.8,107.78999999999999,1,11,12,false,0,true,credit_card
501e09201e883a7018d34ba1a20e903b,1,d78d435ba819b961c4b926ddcb973069,9163c7e81fd68452472912c4cde810aa,b499c00f28f4b7069ff6550af8c1348a,20180520,DELIVERED,6793,2018-05-20T17:05:11.000Z,2018-05-24T17:38:39.000Z,39.99,7.71,47.7,3,1,4,false,0,false,credit_card
fb4ac2c3fe6b4c0499e23ecf1cd6a462,1,b110f265a26913195d6915ca99f96262,a321aef4233c6e0d55788de8b9a3aeac,ea8482cd71df3c1969d7b9473ff13abc,20180314,DELIVERED,74915,2018-03-14T17:58:16.000Z,2018-04-09T20:37:56.000Z,28.99,15.23,44.22,2,24,26,true,6,true,credit_card
b211f8c759ee7993a37f65cf5c9fa72e,1,34ad05299797f7e5c773526e1c5e9b8b,33bfc11487d18d2405f84661bc164f0f,620c87c171fb2a6dd6e8bb4dec959fc6,20170706,DELIVERED,24240,2017-07-06T16:34:55.000Z,2017-07-08T13:53:43.000Z,109.9,8.51,118.41000000000001,1,1,2,false,0,false,credit_card
3b2285d4d80f742f34cc959e041722a9,2,e908b924226c39f055d910e21acdef87,996ae0a67e63b78b427a1f8d07543e86,dc4a0fc896dc34b0d5bfec8438291c80,20180122,DELIVERED,71692,2018-01-22T14:29:31.000Z,2018-01-31T23:22:47.000Z,87.85,33.62,121.47,2,7,9,false,0,true,credit_card
3b2285d4d80f742f34cc959e041722a9,1,e908b924226c39f055d910e21acdef87,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,20180122,DELIVERED,71692,2018-01-22T14:29:31.000Z,2018-01-31T23:22:47.000Z,86.9,2.1,89.0,2,7,9,false,0,true,credit_card
6a12aff9ecb91c4cf18469bf42ccdc0d,1,39d1512df4e550ecfc2be164e7524a32,42b3cf00e662d57725bd2425b106563f,820cc752a266cdc6c1a1e61dd4583330,20180206,DELIVERED,1454,2018-02-06T09:43:39.000Z,2018-02-20T00:23:07.000Z,399.0,16.52,415.52,6,6,14,false,0,true,boleto
b8a33fa5ef27e365f04703b899401762,1,c3129d9aba1476cca86ad20b00080fab,46eb7181719a3860b32f85e784675390,2ff97219cb8622eaf3cd89b7d9c09824,20180703,DELIVERED,95985,2018-07-03T12:20:30.000Z,2018-07-13T17:28:43.000Z,87.9,23.42,111.32000000000001,-1,9,10,false,0,true,credit_card
bb8f873e2d4e898546ba92f7febc7b34,1,50b8c8be62013d9544bb456ade24e2dd,bebd360fe73dc670fd6439e9b943ceb7,966cb4760537b1404caedd472cc610a5,20180618,DELIVERED,4807,2018-06-18T11:33:07.000Z,2018-06-21T17:58:28.000Z,797.0,18.65,815.65,0,1,3,false,0,false,boleto
e90ec4b6b234181833371ada5474c96b,1,cee87c1ba63da17e6d9aded0ec8c6627,f2b264b1a4602b87d64eebefc899c1d0,1b8356dabde1d35e17cef975c3f82730,20170419,DELIVERED,25850,2017-04-19T22:50:00.000Z,2017-05-03T14:47:34.000Z,79.99,15.77,95.75999999999999,1,13,14,false,0,true,credit_card
d779d1f64c00cb888484f4b2f5eab951,1,7adeb9ef7256f00660337f5959bcaaf6,33fca9d59532dd4c191217a979346ab9,fe2032dab1a61af8794248c8196565c9,20171215,DELIVERED,68371,2017-12-15T15:23:33.000Z,2018-01-04T22:47:52.000Z,269.9,27.17,297.07,3,17,20,false,0,true,credit_card
abd23f048bf60025ad66f8cf56c85379,1,8903fd96319b50a6c641465f4e61644d,02ce467092b184e71d3967d29110adc1,a7f13822ceb966b076af67121f87b063,20170311,SHIPPED,88135,2017-03-11T13:37:51.000Z,,179.96,33.54,213.5,6,-1,-1,,0,true,credit_card
2f4011790ff902584d5b011f0e35ff1d,1,0feb4570bb79ad1d9418a224faa1d93f,7329db39e452f3fa1b4f8285055a8e36,968268a686aa05d1f529fb07dff08130,20180503,DELIVERED,13940,2018-05-03T11:14:13.000Z,2018-05-09T19:52:10.000Z,166.6,13.61,180.20999999999998,0,5,6,false,0,false,voucher
5d7d786de9467c8066634d0e7a4a0961,1,91207b9f2aa0e71c7c9c8271aa02f3d7,3c261802e239d1f2dcda5ed49aa14220,fa40cc5b934574b62717c68f3d678b6d,20180508,DELIVERED,4747,2018-05-08T14:42:20.000Z,2018-05-14T15:18:34.000Z,74.99,7.39,82.38,3,3,6,false,0,false,credit_card
9e730e42ec63989bb7af89311765b6ad,1,aa820cfb98796d553c3c534ec47b5408,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,20171128,DELIVERED,25922,2017-11-28T14:26:50.000Z,2017-12-19T19:05:42.000Z,59.0,17.66,76.66,5,14,21,false,0,true,credit_card
4589d66e35f0ae1a3235cccdc7c4ae8e,1,e76087d142b485212126e60e1ee032d2,16376850de9d7788d802f09e462231d0,2d50d6282f8aa2257819a77bfaa0efe0,20171230,DELIVERED,30620,2017-12-30T14:08:09.000Z,2018-01-09T20:19:12.000Z,85.0,21.08,106.08,3,6,10,false,0,true,credit_card
b8da35a90e134b3b031c6acfe029acaa,1,aceef5a96b18fcdc8edbfd0e1462fc67,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,20180505,DELIVERED,78048,2018-05-05T21:38:46.000Z,2018-05-18T11:52:06.000Z,29.9,15.44,45.339999999999996,2,11,13,false,0,true,credit_card
17b2f07a5bf720ce92d905520ff1dd7f,1,f91f2afb5ce9c379d193157ea6d7a27e,f7ac498363699addc5ff78eadee46977,2138ccb85b11a4ec1e37afbd1c8eda1f,20170529,SHIPPED,6454,2017-05-29T17:20:26.000Z,,48.99,7.78,56.77,2,-1,-1,,0,false,boleto
765442de6466c0bb079c22b8b20e0eab,1,2b3dc71b4cce6a5cb97f6ebf5d6ede5f,8a330ba3cd34d650c45bce0fc21771ac,46dc3b2cc0980fb8ec44634e21d2718e,20170109,DELIVERED,35476,2017-01-09T17:50:06.000Z,2017-01-13T08:53:45.000Z,349.99,17.66,367.65000000000003,1,3,4,false,0,true,credit_card
e4cae0f91047eab49c97f44ca3a8ba69,1,eff74417b86c2f9e3aa37b0c1fcbf099,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,20180609,DELIVERED,20011,2018-06-09T21:36:13.000Z,2018-06-15T20:46:34.000Z,79.99,15.44,95.42999999999999,2,4,6,false,0,true,credit_card
2cacb668babd0da39adc48af2e2fa715,1,90409e591e05ebf031ac1b050782a65e,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,20171226,DELIVERED,4965,2017-12-26T15:48:03.000Z,2018-01-12T22:33:27.000Z,122.99,9.06,132.04999999999998,1,16,17,false,0,false,credit_card
478116017852df9d1ac392abcf28927f,1,ecd37231a9052d49db278a6b92d28054,72f7a39ebe43db1530241755c8df490e,1d1bbb8ac1581824986f582583fff01d,20180824,DELIVERED,3650,2018-08-24T13:59:41.000Z,2018-09-03T17:18:42.000Z,51.5,9.15,60.65,6,4,10,true,5,true,credit_card
08edeac38b68f66bf2e8c3701badde1c,1,d610f3f7d9676ea7a49e0246047bb7b8,e59dd207c69d86e890febadc796d1078,e9bc59e7b60fc3063eb2290deda4cced,20180426,DELIVERED,36850,2018-04-26T10:24:58.000Z,2018-05-18T19:48:58.000Z,148.0,15.92,163.92,6,14,22,false,0,true,boleto
93634466f99307a62d5d4d34689562b8,1,8ccfd0edf3aec24594113e478aa88d7f,17ad6786808ab3fedfb261a70a5932d6,b2ba3715d723d245138f291a6fe42594,20180128,DELIVERED,70383,2018-01-28T21:28:02.000Z,2018-02-09T20:24:38.000Z,129.9,15.67,145.57,3,9,12,false,0,true,credit_card
4a7f6dd027d9a492108f77d26d69e304,1,d8ee7b35bc4f6d41f709e92ba3fc4ed3,9760ff15559ef0855c8aa01c00bd132b,96493fab2fbb13a14d0c0e8772eef5c3,20171112,DELIVERED,13422,2017-11-12T16:54:03.000Z,2017-11-18T00:20:59.000Z,269.0,10.7,279.7,4,2,6,false,0,false,credit_card
fb91d387f95f0f748d5a6db913bfcabf,1,0a3c22ec49808e2f5c430a2cbfe7249f,ac305a1e7e7b958e961fd896ef1395c4,25cf099de44674fde97473224f9d59ab,20171214,DELIVERED,29105,2017-12-14T05:27:09.000Z,2018-01-03T22:58:39.000Z,20.0,14.1,34.1,0,20,20,false,0,true,credit_card
1b2db2aab76c9c5abd0f6538ca507016,1,db18213211c2b66e2a8371651ca0fc0b,6c55ba2343f9df32c7f88a468352ff22,6560211a19b47992c3666cc44a7e94c0,20171124,DELIVERED,89065,2017-11-24T01:32:22.000Z,2017-12-07T19:27:09.000Z,29.0,15.1,44.1,0,13,13,false,0,true,credit_card
bb787d6e68f079fbf94e8df39219086d,1,47236502c05ba94b54a18feb382a6a59,371c121dc86b3821f720e7dbe1928207,4830e40640734fc1c52cd21127c341d4,20180626,DELIVERED,60320,2018-06-26T09:18:41.000Z,2018-07-04T20:22:33.000Z,18.99,19.04,38.03,0,8,8,false,0,true,credit_card
3c7aa341aa20519a2530c8ea5763f265,1,78ff784a06d3925ede271f892dd08547,e5c969a4ba30054ad838a06f35b15092,f8db351d8c4c4c22c6835c19a46f01b0,20180820,DELIVERED,15350,2018-08-20T22:52:08.000Z,2018-08-24T23:31:06.000Z,27.9,12.86,40.76,1,3,4,false,0,false,credit_card
0c3e491fe8f99458825a93daa40f4401,1,6e9484377e5431903ba209552cc45e2a,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,20180219,DELIVERED,15600,2018-02-19T10:06:49.000Z,2018-02-27T18:03:47.000Z,149.9,36.37,186.27,2,6,8,false,0,true,credit_card
d6c897633f14d2c71e22c530ae9f0a11,1,a43420da9f54b35f3bc8e9b201209a76,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,20170330,DELIVERED,6670,2017-03-30T22:15:10.000Z,2017-04-04T13:37:52.000Z,42.99,10.96,53.95,1,4,5,false,0,false,credit_card
4b23422a153d74fd8d5b29e7fd978a4e,1,6d91967ecd2cca5e3455ec237aae7db2,cda286f50f4576f72f1028b38870aedb,1d4587203296c8f4ad134dc286fa6db0,20171215,DELIVERED,6387,2017-12-15T11:52:23.000Z,2017-12-18T16:49:13.000Z,53.9,11.73,65.63,0,3,3,false,0,false,credit_card
7cc699da1cc98ea6349ae005feae3906,1,d5bf661a3e396b8c710e6878a34eface,0c46bfb6210825d07804a6d4f81a5a92,04308b1ee57b6625f47df1d56f00eedf,20180304,DELIVERED,5184,2018-03-04T13:33:14.000Z,2018-03-17T22:22:46.000Z,535.9,18.5,554.4,1,12,13,false,0,true,credit_card
9c7bac99c8e380b1c915cdba1ff29e65,2,90b99ca7282e731d8077bb6bdcfa3b64,9e2d3a8d8ffad53e2e35282a2020221c,1da366cade6d8276e7d8beea7af5d4bf,20170425,DELIVERED,21931,2017-04-25T07:18:53.000Z,2017-05-16T09:41:54.000Z,29.9,15.56,45.46,0,21,21,true,0,true,credit_card
9c7bac99c8e380b1c915cdba1ff29e65,1,90b99ca7282e731d8077bb6bdcfa3b64,9e2d3a8d8ffad53e2e35282a2020221c,1da366cade6d8276e7d8beea7af5d4bf,20170425,DELIVERED,21931,2017-04-25T07:18:53.000Z,2017-05-16T09:41:54.000Z,29.9,15.56,45.46,0,21,21,true,0,true,credit_card
f4fd0ed2cc0f9629efac77ea04bbe4b1,1,e8ac446365f9559075919673925a89a0,60a82b9f55ecd2035ad8d9c61e2afe18,cfb1a033743668a192316f3c6d1d2671,20170508,DELIVERED,90520,2017-05-08T01:36:38.000Z,2017-05-22T12:52:38.000Z,25.5,15.1,40.6,1,13,14,false,0,true,credit_card
9a9958a5b85d3a8dc6b52dd8c79b516b,1,611f9bc426aa9d3223803647f29bc248,e53e557d5a159f5aa2c5e995dfdf244b,0b90b6df587eb83608a64ea8b390cf07,20180130,DELIVERED,21021,2018-01-30T10:56:40.000Z,2018-02-09T22:58:39.000Z,89.3,17.07,106.37,0,10,10,false,0,true,credit_card
1a0d6a2456874a5f2af72c611a6f90a8,1,67a34b2bceb02320cdbeedd85ba1c436,db4b70dd871dc731288f44fccae1ee42,4a3ca9315b744ce9f8e9374361493884,20180115,DELIVERED,13820,2018-01-15T19:40:05.000Z,2018-01-26T19:06:31.000Z,79.0,12.05,91.05,4,7,11,false,0,false,debit_card
97eb8123f2508dda8d9234f0aca79572,1,29e139325c0dac2e5a95c165699b68c3,69b45497bec8e36af6fd1a31b2cd8f9f,7ade73f1b9b4e965f9009a4c3a7e2c15,20180413,DELIVERED,14409,2018-04-13T14:54:22.000Z,2018-04-24T16:12:09.000Z,69.9,13.85,83.75,6,5,11,false,0,false,debit_card
